index,name,num_incoming,num_outgoing,sum_incoming,sum_outgoing,balance,mean_donation,mean_spend,num_unique_donors,mean_donation_per_unique_donor,label,timestamp,url,typ_volieb,samosprava,stranicky_ucet,strana,label_right,vysledok
189,Ján Žatko,10.0,24.0,4100.0,-3324.8,775.1999999999998,410.0,-138.53333333333333,9.0,455.55555555555554,BA,1667384454.2196312,https://ib.fio.sk/ib/transparent?a=2802241657,miestne,Bratislava - Devínska Nová Ves,,"SME RODINA, KDH, ZA ĽUDÍ, DOBRÁ VOĽBA a Umiernení, SPOLU",BA,nezvolený
190,Vladimír Bakita,4.0,6.0,920.0,-871.96,48.039999999999964,230.0,-145.32666666666668,1.0,920.0,TT,1667384454.226204,https://ib.fio.sk/ib/transparent?a=2602297664,miestne,Piešťany,,nezávislý kandidát,TT,nezvolený
191,Branislav Baroš,23.0,30.0,49850.0,-48726.46,1123.5400000000009,2167.391304347826,-1624.2153333333333,22.0,2265.909090909091,TT,1667384454.236178,https://ib.fio.sk/ib/transparent?a=2902265664,miestne,Trnava,,nezávislý kandidát,TT,nezvolený
192,József Berényi,5.0,33.0,8000.0,-4002.2400000000002,3997.7599999999998,1600.0,-121.28,5.0,1600.0,TT,1667384454.2513978,https://www.transparentneucty.sk/#/ucet/SK7209000000005194659980,župné,Trnavský samosprávny kraj,https://www.transparentneucty.sk/#/ucet/SK2109000000005193282528,SZÖVETSÉG - ALIANCIA,TT,nezvolený
193,Zuzana Bošnáková,22.0,52.0,29426.0,-24001.4,5424.5999999999985,1337.5454545454545,-461.56538461538463,17.0,1730.9411764705883,TT,1667384454.260882,https://ib.fio.sk/ib/transparent?a=2902180273,miestne,Trnava,https://www.transparentneucty.sk/#/ucet/SK0709000000005191733399,"KDH, ZA ĽUDÍ, Kresťanská únia",TT,nezvolený
194,Viliam Brunner,6.0,20.0,4780.0,-4275.02,504.97999999999956,796.6666666666666,-213.75100000000003,6.0,796.6666666666666,TT,1667384454.282717,https://www.transparentneucty.sk/#/ucet/SK3509000000005192823951,miestne,Sládkovičovo,,nezávislý kandidát,TT,nezvolený
195,Edita Červeňová,5.0,9.0,1200.0,-1609.44,-409.44000000000005,240.0,-178.82666666666668,1.0,1200.0,TT,1667384454.293459,https://www.transparentneucty.sk/#/ucet/SK7509000000005194337498,miestne,Sereď,,Slovenský PATRIOT,TT,nezvolený
196,Marián Galbavý,16.0,47.0,16281.0,-16116.849999999999,164.15000000000146,1017.5625,-342.91170212765957,11.0,1480.090909090909,TT,1667384454.334441,https://www.transparentneucty.sk/#/ucet/SK8909000000005191642198,miestne,Trnava,,"SaS, SME RODINA, ODS - Občianski demokrati Slovenska, ŠANCA",TT,nezvolený
197,Roland Hakszer,10.0,26.0,5050.0,-3786.7,1263.3000000000002,505.0,-145.6423076923077,4.0,1262.5,TT,1667384454.34692,https://www.transparentneucty.sk/#/ucet/SK9409000000005194784423,župné,Trnavský samosprávny kraj,,nezávislý kandidát,TT,nezvolený
198,Roland Hakszer,10.0,26.0,5050.0,-3786.7,1263.3000000000002,505.0,-145.6423076923077,4.0,1262.5,TT,1667384454.34692,https://www.transparentneucty.sk/#/ucet/SK9409000000005194784423,miestne,Dunajská Streda,,nezávislý kandidát,TT,nezvolený
199,Roman Chudý,7.0,31.0,7600.0,-7537.820000000001,62.17999999999938,1085.7142857142858,-243.15548387096777,1.0,7600.0,TT,1667384454.3789032,https://www.transparentneucty.sk/#/ucet/SK7809000000005194603127,župné,Trnavský samosprávny kraj,,ŽIVOT,TT,nezvolený
200,Ján Jankulár,18.0,28.0,12680.0,-12691.419999999998,-11.419999999998254,704.4444444444445,-453.26499999999993,14.0,905.7142857142857,TT,1667384454.4074838,https://www.transparentneucty.sk/#/ucet/SK5009000000005191739221,miestne,Sereď,,nezávislý kandidát,TT,nezvolený
201,Matej Lančarič,29.0,43.0,8385.0,-7702.11,682.8900000000003,289.13793103448273,-179.1188372093023,14.0,598.9285714285714,TT,1667384454.4180858,https://ib.fio.sk/ib/transparent?a=2302232164,miestne,Trnava,,nezávislý kandidát,TT,nezvolený
202,Stanislav Ralbovský,3.0,6.0,350.0,-234.38,115.62,116.66666666666667,-39.06333333333333,1.0,350.0,TT,1667384454.4245381,https://www.transparentneucty.sk/#/ucet/SK0309000000005194605253,miestne,Brodské,,NK/NEKA,TT,nezvolený
203,Roman Sova,23.0,27.0,6825.0,-6372.54,452.46000000000004,296.7391304347826,-236.02,20.0,341.25,TT,1667384454.445108,https://www.transparentneucty.sk/#/ucet/SK3909000000005194514589,miestne,Senica,,"SaS, KDH",TT,nezvolený
204,Erika Szelle,7.0,47.0,20500.0,-19027.989999999998,1472.010000000002,2928.5714285714284,-404.85085106382974,5.0,4100.0,TT,1667384454.470032,https://www.transparentneucty.sk/#/ucet/SK8009000000005192781819,miestne,Dunajská Streda,,nezávislý kandidát,TT,nezvolený
205,František Sztruhár,7.0,12.0,849.0,-786.9699999999999,62.030000000000086,121.28571428571429,-65.58083333333333,1.0,849.0,TT,1667384454.48563,https://ib.vub.sk/pch/transparentne-ucty?iban=SK3102000000004616097857,miestne,Šamorín,,"Magyar Fórum - Maďarské fórum, KDH, SaS, OKS",TT,nezvolený
206,Katarína Beranová,2.0,14.0,5700.0,-5525.59,174.40999999999985,2850.0,-394.685,1.0,5700.0,TN,1667384454.4969652,https://transparentneucty.sk/#/ucet/SK7509000000005194779915,miestne,Považská Bystrica,,nezávislý kandidát,TN,nezvolený
207,Pavol Crkoň,3.0,12.0,3300.0,-2887.1299999999997,412.87000000000035,1100.0,-240.59416666666664,1.0,3300.0,TN,1667384454.5147011,https://www.transparentneucty.sk/#/ucet/SK6709000000005194409519,miestne,Púchov,,Hlas - sociálna demokracia,TN,nezvolený
208,Branislav Gigac,91.0,48.0,14449.0,-13623.429999999998,825.5700000000015,158.78021978021977,-283.8214583333333,79.0,182.8987341772152,TN,1667384454.555159,https://www.transparentneucty.sk/#/ucet/SK7109000000005192480602,miestne,Prievidza,,nezávislý kandidát,TN,nezvolený
209,Maroš Greschner,10.0,13.0,3239.0,-3238.35,0.650000000000091,323.9,-249.10384615384615,4.0,809.75,TN,1667384454.5692759,https://ib.vub.sk/pch/transparentne-ucty?iban=SK7202000000004620137751,miestne,Bojnice,,nezávislý kandidát,TN,nezvolený
210,Jozef Hatvanyi,10.0,37.0,4854.75,-3959.6299999999997,895.1200000000003,485.475,-107.01702702702701,8.0,606.84375,TN,1667384454.589664,https://www.transparentneucty.sk/#/ucet/SK6209000000005193606449,miestne,Bojnice,,nezávislý kandidát,TN,nezvolený
211,Dávid Holý,24.0,22.0,4020.0,-3547.13,472.8699999999999,167.5,-161.23318181818183,17.0,236.47058823529412,TN,1667384454.5971048,https://ib.fio.sk/ib/transparent?a=2102272970,miestne,Bánovce nad Bebravou,,nezávislý kandidát,TN,nezvolený
212,Miroslava Hudecová,9.0,34.0,2079.0,-2050.1,28.90000000000009,231.0,-60.29705882352941,1.0,2079.0,TN,1667384454.62812,https://ib.vub.sk/pch/transparentne-ucty?iban=SK4202000000004610892251,miestne,Bánovce nad Bebravou,,nezávislý kandidát,TN,nezvolený
213,Katarína Chlebíková,42.0,107.0,42734.0,-31742.45,10991.55,1017.4761904761905,-296.6584112149533,13.0,3287.230769230769,TN,1667384454.6890938,https://www.transparentneucty.sk/#/ucet/SK1809000000005187598091,miestne,Nové Mesto nad Váhom,,"Hlas - sociálna demokracia, SME RODINA",TN,nezvolený
214,Maroš Chudovský,79.0,113.0,26499.33,-25992.879999999997,506.45000000000437,335.43455696202534,-230.02548672566368,69.0,384.04826086956524,TN,1667384454.755701,https://www.transparentneucty.sk/#/ucet/SK2809000000005189396485,miestne,Považská Bystrica,,nezávislý kandidát,TN,nezvolený
215,Juraj Krištofovič,6.0,10.0,1115.0,-1099.9,15.099999999999909,185.83333333333334,-109.99000000000001,2.0,557.5,TN,1667384454.766757,https://www.transparentneucty.sk/#/ucet/SK3309000000005194012722,miestne,Nemšová,,nezávislý kandidát,TN,nezvolený
216,Ján Kšiňan,9.0,24.0,7436.1,-7423.65,12.450000000000728,826.2333333333333,-309.31874999999997,1.0,7436.1,TN,1667384454.7877219,https://ib.vub.sk/pch/transparentne-ucty?iban=SK2002000000004627902858,miestne,Bánovce nad Bebravou,,"OĽANO-NOVA-KÚ-ZMENA ZDOLA, SaS, ZA ĽUDÍ, KDH",TN,nezvolený
217,Peter Kudlík,3.0,5.0,4935.0,-4801.73,133.27000000000044,1645.0,-960.3459999999999,2.0,2467.5,TN,1667384454.7941902,https://ib.fio.sk/ib/transparent?a=2202286245,miestne,Dubnica nad Váhom,,nezávislý kandidát,TN,nezvolený
218,Viliam Makový,4.0,9.0,2325.0,-1888.6999999999998,436.3000000000002,581.25,-209.85555555555553,4.0,581.25,TN,1667384454.811736,https://www.transparentneucty.sk/#/ucet/SK0909000000005194516293,miestne,Bánovce nad Bebravou,,nezávislý kandidát,TN,nezvolený
219,Peter Máťoš,54.0,74.0,75933.0,-75330.3,602.6999999999971,1406.1666666666667,-1017.977027027027,37.0,2052.2432432432433,TN,1667384454.887743,https://ib.vub.sk/pch/transparentne-ucty?iban=SK7802000000004599983856,župné,Trenčiansky samosprávny kraj,https://www.transparentneucty.sk/#/ucet/SK0709000000005191733399,"KDH, SaS, OKS, DOBRÁ VOĽBA a Umiernení, Progresívne Slovensko, SPOLU, ODS - Občianski demokrati Slovenska, ŠANCA",TN,nezvolený
220,Miloš Mičega,51.0,29.0,70766.82,-70154.43,612.390000000014,1387.584705882353,-2419.118275862069,37.0,1912.616756756757,TN,1667384454.922713,https://www.transparentneucty.sk/#/ucet/SK6209000000005192271923,miestne,Trenčín,,nezávislý kandidát,TN,nezvolený
221,Adrián Mikuš,1.0,10.0,6000.0,-5590.55,409.4499999999998,6000.0,-559.0550000000001,1.0,6000.0,TN,1667384454.932854,https://www.transparentneucty.sk/#/ucet/SK7609000000005194181892,župné,Trenčiansky samosprávny kraj,,nezávislý kandidát,TN,nezvolený
222,Tatiana Molnárová,10.0,16.0,1671.0,-1655.8799999999999,15.120000000000118,167.1,-103.49249999999999,2.0,835.5,TN,1667384454.948684,https://www.transparentneucty.sk/#/ucet/SK8509000000005185671726,miestne,Handlová,,nezávislý kandidát,TN,nezvolený
223,Nora Pániková,3.0,10.0,4600.0,-4540.8,59.19999999999982,1533.3333333333333,-454.08000000000004,1.0,4600.0,TN,1667384454.95729,https://www.transparentneucty.sk/#/ucet/SK0909000000005194566442,miestne,Stará Turá,,nezávislý kandidát,TN,nezvolený
224,Peter Podmajerský,8.0,13.0,2023.0,-1987.62,35.38000000000011,252.875,-152.89384615384614,2.0,1011.5,TN,1667384454.973877,https://ib.vub.sk/pch/transparentne-ucty?iban=SK0802000000004630254257,miestne,Myjava,,"SMER - SD, SNS",TN,nezvolený
225,Mikuláš Prokop,5.0,11.0,2040.0,-1023.06,1016.94,408.0,-93.00545454545454,4.0,510.0,TN,1667384454.985064,https://www.transparentneucty.sk/#/ucet/SK2009000000005194337615,miestne,Považská Bystrica,,nezávislý kandidát,TN,nezvolený
226,Matej Slávik,3.0,25.0,1250.0,-1124.08,125.92000000000007,416.6666666666667,-44.9632,1.0,1250.0,TN,1667384454.994186,https://www.transparentneucty.sk/#/ucet/SK4009000000005192913586,miestne,Beluša,,nezávislý kandidát,TN,nezvolený
227,Jozef Stopka,3.0,16.0,5010.0,-4950.49,59.51000000000022,1670.0,-309.405625,2.0,2505.0,TN,1667384455.014166,https://www.transparentneucty.sk/#/ucet/SK5609000000005193883104,miestne,Handlová,,SMER - SD,TN,nezvolený
228,Milan Špánik,11.0,16.0,4185.0,-3217.35,967.6500000000001,380.45454545454544,-201.084375,3.0,1395.0,TN,1667384455.0324821,https://ib.vub.sk/pch/transparentne-ucty?iban=SK2602000000004646148256,miestne,Nové Mesto nad Váhom,,nezávislý kandidát,TN,nezvolený
229,Milan Belica,12.0,31.0,61805.0,-61707.43,97.56999999999971,5150.416666666667,-1990.562258064516,6.0,10300.833333333334,NR,1667384455.053343,https://www.transparentneucty.sk/#/ucet/SK7509000000005193795171,župné,Nitriansky samosprávny kraj,,nezávislý kandidát,NR,nezvolený
230,Eva Bielik Hajdamárová,5.0,28.0,7505.0,-7011.9800000000005,493.0199999999995,1501.0,-250.42785714285716,2.0,3752.5,NR,1667384455.078967,https://ib.vub.sk/pch/transparentne-ucty?iban=SK9802000000004647039457,miestne,Levice,,OĽANO-NOVA-KÚ-ZMENA ZDOLA,NR,nezvolený
231,Róbert Dobi,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,NR,1667384455.085716,https://ib.fio.sk/ib/transparent?a=2702272835,miestne,Komárno,,nezávislý kandidát,NR,nezvolený
232,Jozef Dobrotka,9.0,5.0,1072.0,-421.27,650.73,119.11111111111111,-84.25399999999999,8.0,134.0,NR,1667384455.0920918,https://ib.fio.sk/ib/transparent?a=2402304831,miestne,Topoľčany,,NK/NEKA,NR,nezvolený
233,Tímea Etheykatz,3.0,5.0,560.0,-560.0,0.0,186.66666666666666,-112.0,2.0,280.0,NR,1667384455.101414,https://www.transparentneucty.sk/#/ucet/SK7109000000005194144055,miestne,Komárno,,nezávislý kandidát,NR,nezvolený
234,Eva Fazekašová,11.0,10.0,625.2,-522.5999999999999,102.60000000000014,56.83636363636364,-52.25999999999999,1.0,625.2,NR,1667384455.1169841,https://www.transparentneucty.sk/#/ucet/SK0209000000005194527574,miestne,Nové Zámky,,nezávislý kandidát,NR,nezvolený
235,Martina Holečková,74.0,64.0,90318.07,-89260.87,1057.2000000000116,1220.5144594594597,-1394.70109375,43.0,2100.4202325581396,NR,1667384455.126786,https://ib.fio.sk/ib/transparent?a=2502234914,župné,Nitriansky samosprávny kraj,https://www.transparentneucty.sk/#/ucet/SK0709000000005191733399,"KDH, SaS, Tím Kraj Nitra, ŠANCA, SPOLU, ODS - Občianski demokrati Slovenska, DS, OKS, ZA ĽUDÍ",NR,nezvolený
236,Ildikó Kečkéš,4.0,3.0,700.0,-687.0,13.0,175.0,-229.0,4.0,175.0,NR,1667384455.135822,https://ib.fio.sk/ib/transparent?a=2202277381,miestne,Hurbanovo,,nezávislý kandidát,NR,nezvolený
237,Igor Kršiak,61.0,89.0,37355.0,-34240.73,3114.269999999997,612.3770491803278,-384.72730337078656,47.0,794.7872340425532,NR,1667384455.2114618,https://www.transparentneucty.sk/#/ucet/SK1009000000005189469947,miestne,Nitra,,"Hlas - sociálna demokracia, SME RODINA, DOBRÁ VOĽBA a Umiernení, Demokrati Slovenska",NR,nezvolený
238,Tomáš Mészáros,4.0,12.0,2010.0,-1795.3500000000001,214.64999999999986,502.5,-149.6125,3.0,670.0,NR,1667384455.218509,https://ib.fio.sk/ib/transparent?a=2902270180,miestne,Šaľa,,nezávislý kandidát,NR,nezvolený
239,Pavol Obertáš,15.0,19.0,12570.0,-12244.189999999999,325.8100000000013,838.0,-644.4310526315788,8.0,1571.25,NR,1667384455.225494,https://ib.fio.sk/ib/transparent?a=2302078881,miestne,Nitra,,nezávislý kandidát,NR,nezvolený
240,Zoltán Oslanec,11.0,15.0,6900.0,-6124.849999999999,775.1500000000005,627.2727272727273,-408.3233333333333,6.0,1150.0,NR,1667384455.2332,https://ib.fio.sk/ib/transparent?a=2302118601,miestne,Nesvady,,nezávislý kandidát,NR,nezvolený
241,Anita Petkovová,22.0,29.0,9440.0,-8896.67,543.3299999999999,429.09090909090907,-306.78172413793106,17.0,555.2941176470588,NR,1667384455.246618,https://ib.fio.sk/ib/transparent?a=2302200162,miestne,Šaľa,,nezávislý kandidát,NR,nezvolený
242,Peter Podbehlý,39.0,47.0,8151.24,-7787.81,363.4299999999994,209.00615384615384,-165.698085106383,17.0,479.48470588235296,NR,1667384455.255863,https://ib.fio.sk/ib/transparent?a=2902102427,miestne,Nové Zámky,,nezávislý kandidát,NR,nezvolený
243,Eva Polerecká,15.0,29.0,14100.0,-12969.25,1130.75,940.0,-447.2155172413793,3.0,4700.0,NR,1667384455.264016,https://ib.fio.sk/ib/transparent?a=2902195416,miestne,Nové Zámky,,"Tím Kraj Nitra, Magyar Fórum - Maďarské fórum, OKS",NR,nezvolený
244,Roman Porubský,6.0,20.0,3029.22,-1940.05,1089.1699999999998,504.86999999999995,-97.0025,1.0,3029.22,NR,1667384455.2858298,https://ib.vub.sk/pch/transparentne-ucty?iban=SK7002000000004611867955,miestne,Šurany,,Hlas - sociálna demokracia,NR,nezvolený
245,Štefan Pupák,9.0,15.0,1132.0,-1051.86,80.1400000000001,125.77777777777777,-70.124,6.0,188.66666666666666,NR,1667384455.303572,https://www.transparentneucty.sk/#/ucet/SK8709000000005193444785,miestne,Hurbanovo,,nezávislý kandidát,NR,nezvolený
246,Juraj Sitár,2.0,5.0,20.0,-18.55,1.4499999999999993,10.0,-3.71,1.0,20.0,NR,1667384455.31375,https://ib.vub.sk/pch/transparentne-ucty?iban=SK6002000000004637524053,miestne,Poľný Kesov,,NK/NEKA,NR,nezvolený
247,Dalimír Solčanský,2.0,18.0,3005.0,-1640.32,1364.68,1502.5,-91.12888888888888,1.0,3005.0,NR,1667384455.327602,https://ib.vub.sk/pch/transparentne-ucty?iban=SK2302000000004641717253,miestne,Nitra,https://ib.vub.sk/pch/transparentne-ucty?iban=SK4102000000004570401656,REPUBLIKA,NR,nezvolený
248,Tibor Tóth,5.0,66.0,9500.0,-8348.400000000001,1151.5999999999985,1900.0,-126.49090909090911,2.0,4750.0,NR,1667384455.3560052,https://www.transparentneucty.sk/#/ucet/SK4709000000005191407438,miestne,Vráble,,SZÖVETSÉG - ALIANCIA,NR,nezvolený
249,Peter Cibulka,47.0,99.0,38890.0,-35796.26,3093.739999999998,827.4468085106383,-361.57838383838384,30.0,1296.3333333333333,ZA,1667384455.4337049,https://www.transparentneucty.sk/#/ucet/SK9309000000005186703080,miestne,Žilina,,nezávislý kandidát,ZA,nezvolený
250,Lucia Cukerová,22.0,16.0,4800.0,-4187.61,612.3900000000003,218.1818181818182,-261.725625,16.0,300.0,ZA,1667384455.44542,https://ib.fio.sk/ib/transparent?a=2902266835,miestne,Liptovský Mikuláš,,nezávislý kandidát,ZA,nezvolený
251,Mária Červeňová,9.0,29.0,4740.0,-3981.5900000000006,758.4099999999994,526.6666666666666,-137.29620689655175,2.0,2370.0,ZA,1667384455.462816,https://www.transparentneucty.sk/#/ucet/SK5409000000005191003986,miestne,Námestovo,,nezávislý kandidát,ZA,nezvolený
252,Andrea Ferletjaková,1.0,35.0,1500.0,-3473.33,-1973.33,1500.0,-99.238,1.0,1500.0,ZA,1667384455.480397,https://www.transparentneucty.sk/#/ucet/SK1609000000005194558944,miestne,Námestovo,,nezávislý kandidát,ZA,nezvolený
253,Milan Ftorek,62.0,55.0,13273.070000000002,-11850.57,1422.5000000000018,214.0817741935484,-215.4649090909091,36.0,368.6963888888889,ZA,1667384455.51154,https://www.transparentneucty.sk/#/ucet/SK7509000000005193588367,miestne,Martin,,nezávislý kandidát,ZA,nezvolený
254,Patrik Habo,27.0,78.0,34950.0,-34857.05,92.94999999999709,1294.4444444444443,-446.88525641025643,18.0,1941.6666666666667,ZA,1667384455.5609758,https://www.transparentneucty.sk/#/ucet/SK8309000000005192325768,miestne,Ružomberok,,nezávislý kandidát,ZA,nezvolený
255,Igor Choma,33.0,40.0,124000.0,-127588.23000000001,-3588.2300000000105,3757.5757575757575,-3189.70575,22.0,5636.363636363636,ZA,1667384455.580641,https://www.transparentneucty.sk/#/ucet/SK0209000000005191996359,župné,Žilinský samosprávny kraj,https://www.transparentneucty.sk/#/ucet/SK1209000000005191226290,SMER - SD,ZA,nezvolený
256,Igor Janckulík,18.0,80.0,85070.23999999999,-83672.95,1397.2899999999936,4726.124444444444,-1045.911875,4.0,21267.559999999998,ZA,1667384455.654547,https://ib.vub.sk/pch/transparentne-ucty?iban=SK9202000000004608142953,župné,Žilinský samosprávny kraj,https://www.transparentneucty.sk/#/ucet/SK0709000000005191733399,"KDH, DOBRÁ VOĽBA a Umiernení, SNS",ZA,nezvolený
257,Tomáš Klopta,10.0,67.0,31919.0,-30010.86,1908.1399999999994,3191.9,-447.92328358208954,4.0,7979.75,ZA,1667384455.7068238,https://www.transparentneucty.sk/#/ucet/SK7309000000005190521845,miestne,Ružomberok,,nezávislý kandidát,ZA,nezvolený
258,Štefan Kompánek,8.0,4.0,1310.0,-993.24,316.76,163.75,-248.31,7.0,187.14285714285714,ZA,1667384455.7150831,https://ib.fio.sk/ib/transparent?a=2901521726,miestne,Turzovka,,ZA ĽUDÍ,ZA,nezvolený
259,Ján Laco,27.0,56.0,40620.0,-39782.7,837.3000000000029,1504.4444444444443,-710.405357142857,16.0,2538.75,ZA,1667384455.751414,https://www.transparentneucty.sk/#/ucet/SK2809000000005193965767,miestne,Liptovský Mikuláš,,nezávislý kandidát,ZA,nezvolený
260,Ladislav Marek,1.0,0.0,42.0,0.0,42.0,42.0,-1.0,1.0,42.0,ZA,1667384455.757652,https://ib.fio.sk/ib/transparent?a=2702326290,miestne,Bytča,,nezávislý kandidát,ZA,nezvolený
261,Tomáš Martaus,23.0,39.0,4736.16,-4837.47,-101.3100000000004,205.92,-124.03769230769231,14.0,338.29714285714283,ZA,1667384455.778954,https://www.transparentneucty.sk/#/ucet/SK6709000000005191666165,miestne,Liptovský Mikuláš,,nezávislý kandidát,ZA,nezvolený
262,Jozef Petráš,2.0,17.0,2100.0,-1669.93,430.06999999999994,1050.0,-98.23117647058824,2.0,1050.0,ZA,1667384455.788878,https://www.transparentneucty.sk/#/ucet/SK5809000000005191691547,miestne,Martin,,nezávislý kandidát,ZA,nezvolený
263,Ján Rzeszoto,41.0,17.0,2705.0,-2662.2599999999998,42.74000000000024,65.97560975609755,-156.6035294117647,34.0,79.55882352941177,ZA,1667384455.796294,https://ib.fio.sk/ib/transparent?a=2302222206,miestne,Žilina,,nezávislý kandidát,ZA,nezvolený
264,Peter Slyško,26.0,154.0,144350.0,-141764.75999999998,2585.24000000002,5551.923076923077,-920.5503896103895,20.0,7217.5,ZA,1667384455.861433,https://www.transparentneucty.sk/#/ucet/SK3009000000005192844314,župné,Žilinský samosprávny kraj,https://www.transparentneucty.sk/#/ucet/SK2309000000005192332474,Hlas - sociálna demokracia,ZA,nezvolený
265,Stanislav Thomka,62.0,150.0,45833.2,-45591.4,241.79999999999563,739.2451612903226,-303.9426666666667,37.0,1238.7351351351351,ZA,1667384456.02546,https://www.transparentneucty.sk/#/ucet/SK9609000000005189717883,miestne,Martin,,nezávislý kandidát,ZA,nezvolený
266,Peter Zverec,3.0,29.0,4003.0,-3599.8499999999995,403.15000000000055,1334.3333333333333,-124.13275862068964,1.0,4003.0,ZA,1667384456.051902,https://www.transparentneucty.sk/#/ucet/SK3509000000005192986232,miestne,Čadca,,nezávislý kandidát,ZA,nezvolený
267,Jana Ambrošová,3.0,28.0,3200.0,-2896.3199999999997,303.6800000000003,1066.6666666666667,-103.43999999999998,3.0,1066.6666666666667,BB,1667384456.0733829,https://www.transparentneucty.sk/#/ucet/SK8009000000005193470713,miestne,Veľký Krtíš,,nezávislý kandidát,BB,nezvolený
268,Dominika Árvaiová,33.0,79.0,43885.0,-43704.28999999999,180.7100000000064,1329.8484848484848,-553.2188607594936,14.0,3134.6428571428573,BB,1667384456.128522,https://www.transparentneucty.sk/#/ucet/SK0809000000005192567775,miestne,Zvolen,,nezávislý kandidát,BB,nezvolený
269,Martina Brisudová,2.0,8.0,1100.0,-942.8,157.20000000000005,550.0,-117.85,1.0,1100.0,BB,1667384456.143831,https://www.transparentneucty.sk/#/ucet/SK4809000000005192823038,miestne,Poltár,,"OĽANO-NOVA-KÚ-ZMENA ZDOLA, SaS, ZA ĽUDÍ, SME RODINA",BB,nezvolený
270,Slavomír Ciglan,7.0,18.0,253.0,-149.78,103.22,36.142857142857146,-8.321111111111112,1.0,253.0,BB,1667384456.1603642,https://ib.vub.sk/pch/transparentne-ucty?iban=SK9302000000004631858853,miestne,Detva,,nezávislý kandidát,BB,nezvolený
271,Nadežda Demeterová,2.0,15.0,1224.0,-4338.65,-3114.6499999999996,612.0,-289.2433333333333,1.0,1224.0,BB,1667384456.1772869,https://transparentneucty.sk/#/ucet/SK7209000000005192895162,miestne,Rimavská Sobota,,OKS,BB,nezvolený
272,Marian Dorkin,2.0,20.0,103.74,-288.23999999999995,-184.49999999999994,51.87,-14.411999999999997,2.0,51.87,BB,1667384456.1894221,https://www.transparentneucty.sk/#/ucet/SK3509000000005192879920,miestne,Tornaľa,,OĽANO-NOVA-KÚ-ZMENA ZDOLA,BB,nezvolený
273,Renáta Endrődyová,4.0,18.0,6070.0,-5897.58,172.42000000000007,1517.5,-327.6433333333333,3.0,2023.3333333333333,BB,1667384456.196579,https://ib.fio.sk/ib/transparent?a=2102295662,miestne,Lučenec,,nezávislý kandidát,BB,nezvolený
274,Diana Javorčíková,354.0,107.0,38792.2,-41250.920000000006,-2458.7200000000084,109.58248587570621,-385.52261682242994,136.0,285.2367647058823,BB,1667384456.2150452,https://ib.fio.sk/ib/transparent?a=2802047811,miestne,Banská Bystrica,,nezávislý kandidát,BB,nezvolený
275,Daniel Karas,9.0,33.0,24905.0,-24743.23,161.77000000000044,2767.222222222222,-749.7948484848484,2.0,12452.5,BB,1667384456.2375,https://ib.vub.sk/pch/transparentne-ucty?iban=SK6002000000004644139356,miestne,Banská Bystrica,,"SMER - SD, REPUBLIKA",BB,nezvolený
276,Peter Kmeť,10.0,11.0,2713.44,-2682.23,31.210000000000036,271.344,-243.8390909090909,1.0,2713.44,BB,1667384456.251549,https://ib.vub.sk/pch/transparentne-ucty?iban=SK2902000000004630674956,miestne,Žarnovica,,nezávislý kandidát,BB,nezvolený
277,Zsolt Lajka,9.0,30.0,5041.219999999999,-4579.9,461.3199999999997,560.1355555555555,-152.66333333333333,1.0,5041.219999999999,BB,1667384456.26999,https://ib.vub.sk/pch/transparentne-ucty?iban=SK9002000000004592717758,miestne,Rimavská Sobota,,nezávislý kandidát,BB,nezvolený
278,Roman Lebeda,6.0,8.0,2512.0,-2435.24,76.76000000000022,418.6666666666667,-304.405,2.0,1256.0,BB,1667384456.2841542,https://www.transparentneucty.sk/#/ucet/SK7409000000005193619231,miestne,Hnúšťa,,nezávislý kandidát,BB,nezvolený
279,Petra Mazúrová,7.0,15.0,3140.0,-3133.12,6.880000000000109,448.57142857142856,-208.87466666666666,1.0,3140.0,BB,1667384456.290932,https://ib.vub.sk/pch/transparentne-ucty?iban=SK2702000000004641591857,miestne,Žiar nad Hronom,,nezávislý kandidát,BB,nezvolený
280,Anton Minárik,19.0,4.0,585.0,-567.09,17.909999999999968,30.789473684210527,-141.7725,17.0,34.411764705882355,BB,1667384456.297292,https://ib.fio.sk/ib/transparent?a=2402252007,miestne,Banská Bystrica,,nezávislý kandidát,BB,nezvolený
281,Rút Olšiaková,5.0,20.0,7000.0,-6926.9,73.10000000000036,1400.0,-346.34499999999997,2.0,3500.0,BB,1667384456.317028,https://www.transparentneucty.sk/#/ucet/SK2809000000005192547336,miestne,Lučenec,,nezávislý kandidát,BB,nezvolený
282,Mikuláš Pál,6.0,45.0,6800.0,-6341.410000000001,458.58999999999924,1133.3333333333333,-140.92022222222224,5.0,1360.0,BB,1667384456.328934,https://www.transparentneucty.sk/#/ucet/SK5109000000005190626807,miestne,Banská Štiavnica,,nezávislý kandidát,BB,nezvolený
283,Adrian Polóny,5.0,57.0,227100.0,-226946.53999999998,153.46000000002095,45420.0,-3981.5182456140346,2.0,113550.0,BB,1667384456.3807092,https://www.transparentneucty.sk/#/ucet/SK8709000000005192269145,župné,Banskobystrický samosprávny kraj,,nezávislý kandidát,BB,nezvolený
